date,indicator,pillar,raw_value,z_score,z_3m_chg,z_6m_chg,z_12m_chg,z_trend_6m,pctile_expanding,direction_flag,streak_months,warning,expanding_mean_raw,expanding_std_raw
2026-03-31,c_ig_mom,credit,0.08,-0.1432,-0.1465,-0.0352,-0.2024,0.0814,33.2168,deteriorating,1,,-0.0079,0.614
2026-04-30,c_ig_mom,credit,0.03,-0.0617,-0.1135,-0.4047,0.5503,0.0139,38.3275,deteriorating,2,,-0.0078,0.613
2026-05-31,c_ig_mom,credit,-0.15,0.2316,0.1474,0.0826,0.9699,0.0277,57.9861,improving,1,,-0.0083,0.6121
2001-12-31,s_vix,stress,23.72,0.2344,,,,,100.0,,24,,24.6474,3.9557
2002-01-31,s_vix,stress,22.2529,0.5891,,,,,100.0,,25,,24.5516,3.9019
2002-02-28,s_vix,stress,22.8758,0.4199,,,,,66.6667,,26,,24.4871,3.8372
2002-03-31,s_vix,stress,18.985,1.3555,1.121,,,,100.0,improving,1,,24.2833,3.9088
2002-04-30,s_vix,stress,19.9005,1.077,0.4879,,,,80.0,improving,2,,24.1268,3.9242
2002-05-31,s_vix,stress,20.0877,0.9934,0.5735,,,0.7782,66.6667,improving,3,,23.9875,3.9258
2002-06-30,s_vix,stress,25.271,-0.321,-1.6765,-0.5555,,0.6856,14.2857,deteriorating,1,,24.0303,3.8646
2002-07-31,s_vix,stress,34.0495,-2.3062,-3.3833,-2.8954,,0.2031,12.5,deteriorating,2,,24.3535,4.2042
2002-08-31,s_vix,stress,33.7427,-2.041,-3.0344,-2.4609,,-0.2071,22.2222,deteriorating,3,deterioration,24.6469,4.4565
2002-09-30,s_vix,stress,37.6475,-2.5542,-2.2331,-3.9096,,-0.8587,10.0,deteriorating,4,deterioration,25.0409,4.9357
2002-10-31,s_vix,stress,35.243,-1.9169,0.3894,-2.9939,,-1.3577,36.3636,improving,1,,25.341,5.1657
2002-11-30,s_vix,stress,28.175,-0.5386,1.5024,-1.532,,-1.613,41.6667,improving,2,,25.4219,5.1117
2002-12-31,s_vix,stress,28.2105,-0.5358,2.0183,-0.2148,-0.7703,-1.6488,46.1538,improving,3,,25.4994,5.0595
2003-01-31,s_vix,stress,27.4243,-0.3747,1.5422,1.9316,-0.9638,-1.3269,50.0,improving,4,improvement,25.5514,4.9988
2003-02-28,s_vix,stress,32.2184,-1.286,-0.7474,0.755,-1.7059,-1.201,33.3333,deteriorating,1,,25.7269,5.048
2003-03-31,s_vix,stress,30.6343,-0.9482,-0.4124,1.6059,-2.3037,-0.9334,37.5,deteriorating,2,,25.8527,5.0427
2003-04-30,s_vix,stress,23.9919,0.3638,0.7385,2.2807,-0.7132,-0.5532,70.5882,improving,1,,25.8062,4.9863
2003-05-31,s_vix,stress,20.2395,1.0862,2.3722,1.6248,0.0928,-0.2824,94.4444,improving,2,,25.6704,4.9998
2003-06-30,s_vix,stress,20.3624,1.0351,1.9833,1.571,1.3561,-0.0206,84.2105,improving,3,improvement,25.544,5.0059
2003-07-31,s_vix,stress,19.1614,1.2368,0.8729,1.6114,3.543,0.248,95.0,improving,4,improvement,25.3956,5.0408
2003-08-31,s_vix,stress,19.2743,1.1807,0.0945,2.4667,3.2217,0.6591,90.4762,flat,1,,25.2565,5.0666
2003-09-30,s_vix,stress,19.5324,1.1016,0.0665,2.0498,3.6557,1.0007,86.3636,flat,2,,25.1293,5.0808
2003-10-31,s_vix,stress,18.0235,1.3545,0.1177,0.9906,3.2714,1.1658,95.6522,improving,1,,24.9748,5.1321
2003-11-30,s_vix,stress,17.4011,1.4269,0.2462,0.3407,1.9655,1.2226,100.0,improving,2,,24.8136,5.1949
2003-12-31,s_vix,stress,16.8264,1.4849,0.3833,0.4498,2.0207,1.2975,100.0,improving,3,improvement,24.6472,5.267
2004-01-31,s_vix,stress,16.101,1.564,0.2095,0.3272,1.9386,1.3521,100.0,improving,4,improvement,24.4728,5.353
2004-02-29,s_vix,stress,15.9984,1.5289,0.102,0.3482,2.8149,1.4101,96.2963,improving,5,improvement,24.3033,5.4319
2004-03-31,s_vix,stress,17.6874,1.1887,-0.2962,0.0871,2.1369,1.4246,75.0,deteriorating,1,,24.1736,5.4566
2004-04-30,s_vix,stress,15.6986,1.5033,-0.0606,0.1489,1.1395,1.4494,93.1034,flat,1,,24.0106,5.5291
2004-05-31,s_vix,stress,17.705,1.116,-0.4129,-0.3109,0.0297,1.3976,66.6667,deteriorating,1,,23.8917,5.5438
2004-06-30,s_vix,stress,15.3427,1.4948,0.3061,0.0099,0.4597,1.3993,90.3226,improving,1,,23.7333,5.6131
2004-07-31,s_vix,stress,15.5024,1.4251,-0.0782,-0.1388,0.1884,1.3761,81.25,flat,1,,23.5837,5.6706
2004-08-31,s_vix,stress,16.6841,1.1901,0.0741,-0.3388,0.0094,1.3197,69.697,flat,2,,23.4605,5.694
2004-09-30,s_vix,stress,14.081,1.5948,0.1,0.4061,0.4933,1.3874,100.0,improving,1,,23.2959,5.778
2004-10-31,s_vix,stress,14.9738,1.4027,-0.0224,-0.1006,0.0483,1.3706,77.1429,flat,1,,23.1524,5.8304
2004-11-30,s_vix,stress,13.5776,1.5919,0.4018,0.4759,0.165,1.4499,97.2222,improving,1,,22.9902,5.9128
2004-12-31,s_vix,stress,12.4595,1.7207,0.1258,0.2258,0.2358,1.4876,100.0,improving,2,,22.8147,6.0181
2005-01-31,s_vix,stress,13.438,1.5151,0.1124,0.09,-0.0488,1.5026,86.8421,improving,3,,22.6609,6.0873
2005-02-28,s_vix,stress,11.7089,1.7393,0.1474,0.5492,0.2104,1.5941,100.0,improving,4,improvement,22.4843,6.1953
2005-03-31,s_vix,stress,13.1264,1.4718,-0.2489,-0.123,0.2831,1.5736,75.0,deteriorating,1,,22.3358,6.2572
2005-04-30,s_vix,stress,14.459,1.2337,-0.2814,-0.1691,-0.2696,1.5454,58.5366,deteriorating,2,,22.2127,6.285
2005-05-31,s_vix,stress,13.9676,1.2847,-0.4545,-0.3072,0.1688,1.4942,61.9048,deteriorating,3,deterioration,22.0858,6.319
2005-06-30,s_vix,stress,11.8686,1.5735,0.1017,-0.1472,0.0786,1.4697,90.6977,improving,1,,21.931,6.3951
2005-07-31,s_vix,stress,11.049,1.6532,0.4195,0.1381,0.2281,1.4927,95.4545,improving,2,,21.7686,6.4842
2005-08-31,s_vix,stress,12.9513,1.3317,0.0469,-0.4076,0.1416,1.4248,60.0,flat,1,,21.6389,6.5239
2005-09-30,s_vix,stress,12.6281,1.3525,-0.221,-0.1193,-0.2424,1.4049,60.8696,deteriorating,1,,21.5083,6.5659
2005-10-31,s_vix,stress,14.9376,0.9865,-0.6667,-0.2471,-0.4162,1.3637,31.9149,deteriorating,2,,21.4145,6.5653
2005-11-30,s_vix,stress,12.1476,1.3821,0.0504,0.0974,-0.2098,1.3799,66.6667,flat,1,,21.284,6.6104
2005-12-31,s_vix,stress,11.26,1.4822,0.1297,-0.0913,-0.2385,1.3647,75.5102,improving,1,,21.1447,6.6691
2006-01-31,s_vix,stress,12.036,1.3393,0.3528,-0.3139,-0.1758,1.3124,58.0,improving,2,,21.02,6.7079
2006-02-28,s_vix,stress,12.4711,1.2521,-0.13,-0.0796,-0.4872,1.2991,52.9412,deteriorating,1,,20.9044,6.7355
2006-03-31,s_vix,stress,11.6939,1.3416,-0.1406,-0.0109,-0.1302,1.2973,59.6154,deteriorating,2,,20.7816,6.7739
2006-04-30,s_vix,stress,11.8474,1.2954,-0.0439,0.3089,0.0617,1.3488,54.717,flat,1,,20.6641,6.8062
2006-05-31,s_vix,stress,14.4545,0.9015,-0.3505,-0.4806,-0.3832,1.2687,27.7778,deteriorating,1,,20.5834,6.7982
2006-06-30,s_vix,stress,16.9186,0.5347,-0.8069,-0.9475,-1.0388,1.1108,25.4545,deteriorating,2,,20.5364,6.7666
2006-07-31,s_vix,stress,15.326,0.7623,-0.5331,-0.577,-0.8909,1.0146,28.5714,deteriorating,3,deterioration,20.4705,6.7486
2006-08-31,s_vix,stress,13.3517,1.041,0.1395,-0.2111,-0.2907,0.9794,36.8421,improving,1,,20.3815,6.7528
2006-09-30,s_vix,stress,12.1845,1.1955,0.6608,-0.1461,-0.157,0.9551,50.0,improving,2,,20.2803,6.772
2006-10-31,s_vix,stress,11.3064,1.3031,0.5408,0.0077,0.3166,0.9563,59.322,improving,3,,20.1709,6.8027
2006-11-30,s_vix,stress,10.8176,1.3512,0.3102,0.4497,-0.0309,1.0313,65.0,improving,4,improvement,20.0582,6.8386
2006-12-31,s_vix,stress,10.9645,1.3081,0.1126,0.7734,-0.1741,1.1602,59.0164,improving,5,improvement,19.9499,6.8693
2007-01-31,s_vix,stress,11.0425,1.2764,-0.0267,0.5141,-0.0629,1.2459,53.2258,flat,1,,19.8451,6.8963
2007-02-28,s_vix,stress,11.1553,1.2413,-0.11,0.2003,-0.0108,1.2793,50.7937,deteriorating,1,,19.7441,6.9193
2007-03-31,s_vix,stress,15.1627,0.6567,-0.6514,-0.5388,-0.6849,1.1895,25.0,deteriorating,2,,19.6914,6.8965
2007-04-30,s_vix,stress,12.933,0.9691,-0.3073,-0.334,-0.3263,1.1338,29.2308,deteriorating,3,deterioration,19.6146,6.8945
2007-05-31,s_vix,stress,13.2977,0.9068,-0.3345,-0.4444,0.0053,1.0597,28.7879,deteriorating,4,deterioration,19.5436,6.8878
2007-06-30,s_vix,stress,14.9476,0.6619,0.0053,-0.6461,0.1273,0.952,25.3731,flat,1,,19.4926,6.8661
2007-07-31,s_vix,stress,17.2733,0.3213,-0.6479,-0.9552,-0.441,0.7928,17.6471,deteriorating,1,,19.4682,6.8318
2007-08-31,s_vix,stress,25.0261,-0.8062,-1.713,-2.0475,-1.8472,0.4516,10.1449,deteriorating,2,,19.5286,6.8189
2007-09-30,s_vix,stress,22.1989,-0.3892,-1.0511,-1.0459,-1.5847,0.2773,14.2857,deteriorating,3,deterioration,19.5573,6.7874
2007-10-31,s_vix,stress,19.1157,0.0647,-0.2565,-0.9044,-1.2384,0.1266,18.3099,deteriorating,4,deterioration,19.5526,6.7509
2007-11-30,s_vix,stress,25.5824,-0.8848,-0.0785,-1.7916,-2.236,-0.172,9.7222,flat,1,,19.6161,6.7434
2007-12-31,s_vix,stress,21.651,-0.3001,0.0891,-0.962,-1.6081,-0.3324,19.1781,flat,2,,19.6373,6.711
2008-01-31,s_vix,stress,25.8162,-0.912,-0.9767,-1.2333,-2.1884,-0.5379,9.4595,deteriorating,1,,19.701,6.7054
2008-02-29,s_vix,stress,25.456,-0.8507,0.0341,-0.0445,-2.092,-0.5453,12.0,flat,1,,19.7597,6.696
2008-03-31,s_vix,stress,27.1035,-1.0846,-0.7845,-0.6954,-1.7413,-0.6612,7.8947,deteriorating,1,,19.8339,6.7025
2008-04-30,s_vix,stress,21.5627,-0.2566,0.6554,-0.3213,-1.2257,-0.7148,23.3766,improving,1,,19.8512,6.6708
2008-05-31,s_vix,stress,18.3033,0.2308,1.0815,1.1156,-0.676,-0.5289,25.641,improving,2,,19.8359,6.6392
2008-06-30,s_vix,stress,22.1105,-0.3407,0.7439,-0.0407,-1.0027,-0.5356,20.2532,improving,3,,19.8582,6.61
2008-07-31,s_vix,stress,24.3218,-0.6705,-0.414,0.2415,-0.9918,-0.4954,15.0,deteriorating,1,,19.9015,6.5922
2008-08-31,s_vix,stress,20.6957,-0.1199,-0.3507,0.7308,0.6863,-0.3736,25.9259,deteriorating,2,,19.9091,6.5606
2008-09-30,s_vix,stress,30.2386,-1.5487,-1.2079,-0.4641,-1.1595,-0.4509,6.0976,deteriorating,3,deterioration,20.0075,6.6064
2008-10-31,s_vix,stress,61.1774,-3.0,-2.3295,-2.7434,-3.0647,-0.9082,1.2048,deteriorating,4,deterioration,20.3959,7.6954
2008-11-30,s_vix,stress,62.6689,-3.0,-2.8801,-3.2308,-2.1152,-1.4466,2.381,deteriorating,5,deterioration,20.791,8.6811
2008-12-31,s_vix,stress,52.405,-3.0,-1.4513,-2.6593,-2.6999,-1.8898,3.5294,deteriorating,6,deterioration,21.0837,9.1603
2009-01-31,s_vix,stress,44.683,-2.4892,0.5108,-1.8186,-1.5772,-2.193,5.814,improving,1,,21.3002,9.3938
2009-02-28,s_vix,stress,45.5705,-2.4967,0.5033,-2.3768,-1.646,-2.5891,5.7471,improving,2,,21.5208,9.6327
2009-03-31,s_vix,stress,44.7955,-2.344,0.656,-0.7953,-1.2594,-2.7216,7.9545,improving,3,,21.7305,9.84
2009-04-30,s_vix,stress,38.0638,-1.6324,0.8568,1.3676,-1.3758,-2.4937,12.3596,improving,4,improvement,21.8764,9.9164
2009-05-31,s_vix,stress,31.978,-1.0095,1.4871,1.9905,-1.2404,-2.162,16.6667,improving,5,improvement,21.9658,9.9177
2009-06-30,s_vix,stress,29.1405,-0.7186,1.6254,2.2814,-0.3779,-1.7817,23.0769,improving,6,improvement,22.0287,9.8965
2009-07-31,s_vix,stress,26.1627,-0.4156,1.2168,2.0736,0.2549,-1.4361,27.1739,improving,7,improvement,22.0646,9.8606
2009-08-31,s_vix,stress,25.3371,-0.3303,0.6792,2.1664,-0.2104,-1.0751,31.1828,improving,8,improvement,22.0929,9.8223
2009-09-30,s_vix,stress,24.9267,-0.2872,0.4314,2.0568,1.2615,-0.7323,34.0426,improving,9,improvement,22.1171,9.7834
2009-10-31,s_vix,stress,24.2523,-0.2173,0.1983,1.4151,2.7827,-0.4964,35.7895,improving,10,improvement,22.1352,9.7435
2009-11-30,s_vix,stress,23.789,-0.169,0.1613,0.8405,2.831,-0.3563,36.4583,improving,11,improvement,22.1491,9.7033
2009-12-31,s_vix,stress,21.2395,0.0933,0.3805,0.812,3.0933,-0.221,39.1753,improving,12,improvement,22.1415,9.6628
2010-01-31,s_vix,stress,20.6432,0.1544,0.3717,0.57,2.6436,-0.126,39.7959,improving,13,improvement,22.1291,9.6234
2010-02-28,s_vix,stress,22.54,-0.0425,0.1265,0.2878,2.4541,-0.078,37.3737,improving,14,improvement,22.1325,9.5836
2010-03-31,s_vix,stress,17.7674,0.4532,0.3599,0.7404,2.7972,0.0454,46.0,improving,15,improvement,22.097,9.5524
2010-04-30,s_vix,stress,17.4243,0.4867,0.3323,0.704,2.1191,0.1627,46.5347,improving,16,improvement,22.0593,9.5227
2010-05-31,s_vix,stress,31.9295,-1.0279,-0.9854,-0.8589,-0.0184,0.0195,14.7059,deteriorating,1,,22.1383,9.5252
2010-06-30,s_vix,stress,29.9164,-0.8112,-1.2644,-0.9045,-0.0926,-0.1312,20.3883,deteriorating,2,,22.2,9.5123
2010-07-31,s_vix,stress,25.5652,-0.3522,-0.839,-0.5066,0.0634,-0.2156,28.8462,deteriorating,3,deterioration,22.2265,9.4792
2010-08-31,s_vix,stress,24.7459,-0.2647,0.7632,-0.2222,0.0656,-0.2527,34.2857,improving,1,,22.2462,9.4444
2010-09-30,s_vix,stress,22.5176,-0.0286,0.7826,-0.4819,0.2585,-0.333,39.6226,improving,2,,22.2483,9.4075
2010-10-31,s_vix,stress,20.3733,0.1985,0.5507,-0.2882,0.4158,-0.381,42.9907,improving,3,,22.2339,9.3724
2010-11-30,s_vix,stress,20.0957,0.2272,0.4919,1.2551,0.3962,-0.1718,43.5185,improving,4,improvement,22.2175,9.3382
2010-12-31,s_vix,stress,17.5695,0.4954,0.524,1.3066,0.4021,0.0459,50.4587,improving,5,improvement,22.1823,9.3112
2011-01-31,s_vix,stress,17.3155,0.5202,0.3217,0.8724,0.3658,0.1913,50.9091,improving,6,improvement,22.1457,9.2855
2011-02-28,s_vix,stress,17.43,0.5055,0.2783,0.7702,0.548,0.3197,50.4505,improving,7,improvement,22.1105,9.2595
2011-03-31,s_vix,stress,20.7235,0.1492,-0.3462,0.1779,-0.304,0.3493,40.1786,deteriorating,1,,22.1003,9.2257
2011-04-30,s_vix,stress,16.244,0.6315,0.1113,0.433,0.1448,0.4215,53.9823,improving,1,,22.0572,9.2051
2011-05-31,s_vix,stress,16.9114,0.5563,0.0509,0.3291,1.5843,0.4764,52.6316,flat,1,,22.0196,9.1818
2011-06-30,s_vix,stress,19.1532,0.311,0.1617,-0.1844,1.1222,0.4456,44.3478,improving,1,,21.9989,9.1514
2011-07-31,s_vix,stress,19.2275,0.3017,-0.3299,-0.2185,0.6539,0.4092,43.9655,deteriorating,1,,21.9789,9.1213
2011-08-31,s_vix,stress,35.0291,-1.4153,-1.9716,-1.9208,-1.1506,0.0891,11.1111,deteriorating,2,,22.0721,9.1551
2011-09-30,s_vix,stress,36.53,-1.5598,-1.8708,-1.7091,-1.5312,-0.1958,10.1695,deteriorating,3,deterioration,22.1747,9.2032
2011-10-31,s_vix,stress,32.829,-1.1482,-1.4498,-1.7797,-1.3467,-0.4924,13.4454,deteriorating,4,deterioration,22.2497,9.214
2011-11-30,s_vix,stress,31.9419,-1.0442,0.3711,-1.6005,-1.2714,-0.7591,15.0,improving,1,,22.3175,9.2172
2011-12-31,s_vix,stress,25.0476,-0.2951,1.2647,-0.606,-0.7905,-0.8601,32.2314,improving,2,,22.3365,9.1877
2012-01-31,s_vix,stress,20.228,0.2287,1.3768,-0.073,-0.2915,-0.8723,44.2623,improving,3,,22.3219,9.1574
2012-02-29,s_vix,stress,18.4205,0.4243,1.4685,1.8396,-0.0812,-0.5657,50.4065,improving,4,improvement,22.2952,9.1315
2012-03-31,s_vix,stress,16.1673,0.6678,0.9629,2.2276,0.5185,-0.1944,59.6774,improving,5,improvement,22.2535,9.1142
2012-04-30,s_vix,stress,17.823,0.4841,0.2554,1.6323,-0.1474,0.0776,51.2,improving,6,improvement,22.2236,9.0905
2012-05-31,s_vix,stress,21.0018,0.1339,-0.2904,1.1781,-0.4224,0.2739,39.6825,deteriorating,1,,22.2154,9.0603
2012-06-30,s_vix,stress,21.131,0.1193,-0.5485,0.4144,-0.1917,0.343,39.3701,deteriorating,2,,22.2081,9.0302
2012-07-31,s_vix,stress,17.5652,0.512,0.0279,0.2833,0.2104,0.3902,54.6875,flat,1,,22.1774,9.008
2012-08-31,s_vix,stress,15.6896,0.7166,0.5827,0.2923,2.1319,0.439,61.2403,improving,1,,22.1347,8.9935
2012-09-30,s_vix,stress,15.2847,0.7577,0.6384,0.09,2.3175,0.4539,61.5385,improving,2,,22.0899,8.981
2012-10-31,s_vix,stress,16.2762,0.6444,0.1324,0.1603,1.7925,0.4807,58.0153,improving,3,,22.0522,8.9639
2012-11-30,s_vix,stress,16.7019,0.5943,-0.1224,0.4603,1.6384,0.5574,56.8182,deteriorating,1,,22.0177,8.945
2012-12-31,s_vix,stress,17.307,0.5245,-0.2333,0.4052,0.8196,0.6249,54.1353,deteriorating,2,,21.9875,8.9241
2013-01-31,s_vix,stress,13.5052,0.9447,0.3004,0.4327,0.7161,0.697,64.9254,improving,1,,21.9334,8.9212
2013-02-28,s_vix,stress,14.0726,0.8762,0.2819,0.1596,0.4519,0.7236,62.963,improving,2,,21.8837,8.9147
2013-03-31,s_vix,stress,13.0315,0.9868,0.4623,0.2291,0.319,0.7618,66.9118,improving,3,,21.828,8.9141
2013-04-30,s_vix,stress,13.9673,0.8769,-0.0678,0.2326,0.3929,0.8006,62.7737,flat,1,,21.7789,8.9077
2013-05-31,s_vix,stress,13.4936,0.9247,0.0485,0.3305,0.7908,0.8557,64.4928,flat,2,,21.7274,8.9038
2013-06-30,s_vix,stress,17.2715,0.4985,-0.4883,-0.0259,0.3792,0.8513,49.6403,deteriorating,1,,21.6999,8.883
2013-07-31,s_vix,stress,13.9745,0.865,-0.0119,-0.0797,0.353,0.838,61.4286,flat,1,,21.6525,8.8762
2013-08-31,s_vix,stress,14.21,0.8341,-0.0906,-0.0421,0.1175,0.831,60.9929,flat,2,,21.6071,8.868
2013-09-30,s_vix,stress,14.692,0.776,0.2775,-0.2108,0.0183,0.7959,60.5634,improving,1,,21.5652,8.8573
2013-10-31,s_vix,stress,15.4078,0.6921,-0.1729,-0.1849,0.0477,0.7651,58.042,deteriorating,1,,21.5281,8.8434
2013-11-30,s_vix,stress,12.924,0.9673,0.1332,0.0425,0.373,0.7722,66.6667,improving,1,,21.4766,8.8418
2013-12-31,s_vix,stress,14.1924,0.8197,0.0437,0.3212,0.2953,0.8257,60.6897,flat,1,,21.4333,8.8332
2014-01-31,s_vix,stress,14.241,0.8102,0.1182,-0.0548,-0.1345,0.8166,60.274,improving,1,,21.3907,8.8242
2014-02-28,s_vix,stress,15.47,0.6681,-0.2992,-0.166,-0.2081,0.7889,56.4626,deteriorating,1,,21.3559,8.8098
2014-03-31,s_vix,stress,14.8367,0.7367,-0.0831,-0.0393,-0.2502,0.7824,58.1081,flat,1,,21.3178,8.798
2014-04-30,s_vix,stress,14.1981,0.8054,-0.0049,0.1133,-0.0716,0.8012,60.4027,flat,2,,21.2764,8.789
2014-05-31,s_vix,stress,12.4752,0.9956,0.3275,0.0283,0.0709,0.806,70.6667,improving,1,,21.2255,8.7889
2014-06-30,s_vix,stress,11.5414,1.0949,0.3582,0.2751,0.5963,0.8518,73.5099,improving,2,,21.1698,8.7942
2014-07-31,s_vix,stress,12.2964,1.0032,0.1979,0.193,0.1382,0.884,70.3947,improving,3,,21.1191,8.7945
2014-08-31,s_vix,stress,13.4919,0.863,-0.1326,0.1949,0.0288,0.9164,61.4379,deteriorating,1,,21.0758,8.7881
2014-09-30,s_vix,stress,13.4667,0.8616,-0.2333,0.1249,0.0856,0.9373,61.039,deteriorating,2,,21.0328,8.7818
2014-10-31,s_vix,stress,18.0587,0.3376,-0.6656,-0.4677,-0.3545,0.8593,40.0,deteriorating,3,deterioration,21.0161,8.7598
2014-11-30,s_vix,stress,13.4132,0.8637,0.0007,-0.1319,-0.1036,0.8373,62.1795,flat,1,,20.9736,8.7536
2014-12-31,s_vix,stress,16.2923,0.5329,-0.3287,-0.562,-0.2869,0.7437,47.7707,deteriorating,1,,20.9476,8.7361
2015-01-31,s_vix,stress,19.1195,0.2087,-0.129,-0.7946,-0.6016,0.6112,34.8101,deteriorating,2,,20.9375,8.7128
2015-02-28,s_vix,stress,15.9042,0.5756,-0.2881,-0.2874,-0.0925,0.5633,49.6855,deteriorating,3,deterioration,20.9099,8.6967
2015-03-31,s_vix,stress,14.8127,0.6982,0.1653,-0.1633,-0.0384,0.5361,55.625,improving,1,,20.8765,8.6845
2015-04-30,s_vix,stress,13.4948,0.846,0.6374,0.5084,0.0407,0.6208,61.4907,improving,2,,20.8364,8.6778
2015-05-31,s_vix,stress,13.3385,0.86,0.2844,-0.0037,-0.1356,0.6202,61.7284,improving,3,,20.7959,8.6718
2015-06-30,s_vix,stress,14.3395,0.7414,0.0432,0.2085,-0.3534,0.655,56.4417,flat,1,,20.7612,8.6612
2015-07-31,s_vix,stress,14.3527,0.7368,-0.1092,0.5282,-0.2664,0.743,56.0976,deteriorating,1,,20.7269,8.6506
2015-08-31,s_vix,stress,19.4281,0.1497,-0.7102,-0.4258,-0.7132,0.672,32.1212,deteriorating,2,,20.72,8.628
2015-09-30,s_vix,stress,24.3771,-0.4226,-1.164,-1.1208,-1.2841,0.4852,18.6747,deteriorating,3,deterioration,20.7393,8.6091
2015-10-31,s_vix,stress,16.7895,0.4573,-0.2795,-0.3887,0.1197,0.4205,41.9162,deteriorating,4,deterioration,20.7186,8.5911
2015-11-30,s_vix,stress,16.21,0.523,0.3733,-0.3369,-0.3407,0.3643,46.4286,improving,1,,20.695,8.5747
2015-12-31,s_vix,stress,18.0255,0.3104,0.733,-0.431,-0.2224,0.2925,37.2781,improving,2,,20.681,8.5544
2016-01-31,s_vix,stress,23.7179,-0.354,-0.8113,-1.0908,-0.5626,0.1107,20.5882,deteriorating,1,,20.6968,8.5349
2016-02-29,s_vix,stress,22.517,-0.2127,-0.7357,-0.3624,-0.7883,0.0503,26.9006,deteriorating,2,,20.7062,8.5137
2016-03-31,s_vix,stress,15.8491,0.5686,0.2581,0.9911,-0.1297,0.2155,50.0,improving,1,,20.6813,8.4989
2016-04-30,s_vix,stress,14.3005,0.7478,1.1018,0.2905,-0.0982,0.2639,58.9595,improving,2,,20.6487,8.4893
2016-05-31,s_vix,stress,14.8529,0.6802,0.8929,0.1571,-0.1798,0.2901,55.1724,improving,3,,20.6193,8.4777
2016-06-30,s_vix,stress,17.7745,0.3346,-0.2339,0.0242,-0.4068,0.2941,38.8571,deteriorating,1,,20.6049,8.4585
2016-07-31,s_vix,stress,13.1585,0.8764,0.1286,1.2304,0.1396,0.4991,67.6136,improving,1,,20.5675,8.4537
2016-08-31,s_vix,stress,12.3996,0.9615,0.2814,1.1742,0.8118,0.6949,70.6215,improving,2,,20.5267,8.4521
2016-09-30,s_vix,stress,14.2195,0.7433,0.4087,0.1748,1.1659,0.724,58.427,improving,3,,20.4953,8.4427
2016-10-31,s_vix,stress,14.5852,0.6974,-0.179,-0.0504,0.2401,0.7156,55.3073,deteriorating,1,,20.466,8.4319
2016-11-30,s_vix,stress,15.2362,0.6181,-0.3434,-0.0621,0.0951,0.7052,50.5556,deteriorating,2,,20.4403,8.4191
2016-12-31,s_vix,stress,12.4724,0.942,0.1987,0.6074,0.6316,0.8065,70.1657,improving,1,,20.4012,8.4168
2017-01-31,s_vix,stress,11.6085,1.0393,0.3419,0.1629,1.3933,0.8336,75.8242,improving,2,,20.3583,8.4186
2017-02-28,s_vix,stress,11.5305,1.0433,0.4251,0.0817,1.256,0.8473,76.5027,improving,3,,20.3155,8.4205
2017-03-31,s_vix,stress,11.8978,0.9948,0.0528,0.2515,0.4263,0.8892,73.3696,flat,1,,20.2748,8.4204
2017-04-30,s_vix,stress,13.1363,0.8443,-0.1951,0.1468,0.0965,0.9136,62.1622,deteriorating,1,,20.2405,8.4146
2017-05-31,s_vix,stress,10.8623,1.1086,0.0653,0.4904,0.4284,0.9954,79.0323,flat,1,,20.1956,8.4194
2017-06-30,s_vix,stress,10.5136,1.1436,0.1488,0.2016,0.809,1.029,79.6791,improving,1,,20.1495,8.4257
2017-07-31,s_vix,stress,10.2645,1.1666,0.3223,0.1273,0.2902,1.0502,79.7872,improving,2,,20.1026,8.4332
2017-08-31,s_vix,stress,11.9757,0.9593,-0.1492,-0.084,-0.0022,1.0362,68.7831,deteriorating,1,,20.0643,8.4317
2017-09-30,s_vix,stress,10.438,1.1355,-0.0081,0.1407,0.3922,1.0596,78.9474,flat,1,,20.0191,8.4376
2017-10-31,s_vix,stress,10.1255,1.1661,-0.0005,0.3218,0.4686,1.1133,79.5812,flat,2,,19.9729,8.4449
2017-11-30,s_vix,stress,10.5405,1.1111,0.1518,0.0026,0.493,1.1137,77.6042,improving,1,,19.929,8.4496
2017-12-31,s_vix,stress,10.2645,1.1377,0.0022,-0.0059,0.1957,1.1127,78.7565,flat,1,,19.8843,8.4556
2018-01-31,s_vix,stress,11.0624,1.0383,-0.1278,-0.1283,-0.001,1.0913,72.6804,deteriorating,1,,19.8436,8.4572
2018-02-28,s_vix,stress,22.4647,-0.3092,-1.4203,-1.2685,-1.3524,0.8799,20.5128,deteriorating,2,,19.8556,8.4396
2018-03-31,s_vix,stress,19.0238,0.0983,-1.0393,-1.0372,-0.8965,0.7071,27.551,deteriorating,3,deterioration,19.8518,8.4204
2018-04-30,s_vix,stress,18.2676,0.1877,-0.8506,-0.9784,-0.6566,0.544,30.4569,deteriorating,4,deterioration,19.8446,8.4018
2018-05-31,s_vix,stress,14.1245,0.6786,0.9877,-0.4325,-0.43,0.4719,51.0101,improving,1,,19.8188,8.3915
2018-06-30,s_vix,stress,13.6781,0.7292,0.6309,-0.4084,-0.4144,0.4038,53.7688,improving,2,,19.7911,8.3826
2018-07-31,s_vix,stress,13.1476,0.7896,0.6019,-0.2487,-0.377,0.3624,58.0,improving,3,,19.7613,8.3756
